Gender,Age,Height,Weight,Heart_Rate,Body_Temp,Calories,Duration
male,77,162,69,89,39.4,44,8
male,20,174,74,109,40.9,163,28
female,40,173,68,89,40.4,93,21
female,62,164,67,88,40,56,12
male,25,196,88,94,39.9,53,13
male,59,168,73,87,39.4,35,8
male,54,181,81,79,38.6,12,4
female,77,155,59,95,40.2,111,19
male,38,182,83,83,39.1,15,5
female,20,158,54,108,40.7,157,25
female,49,178,77,109,40.4,151,23
female,32,142,47,115,40.7,205,28
male,41,179,81,105,40.8,192,30
female,50,165,64,82,39.4,23,6
female,62,145,50,82,38.6,13,3
female,30,152,60,98,39.7,58,11
female,37,148,54,93,39.7,65,13
male,26,181,86,98,40.4,104,22
male,46,182,82,79,38.5,5,2
female,67,165,65,103,40.4,154,24
male,50,193,92,93,39.7,68,13
male,50,166,74,88,39.7,29,7
female,30,178,68,84,39.3,18,5
male,41,181,82,106,40.5,151,23
female,23,145,48,90,39.7,36,8
female,50,164,67,94,40.4,82,16
male,51,184,92,80,38.5,10,3
male,59,190,93,93,40.7,126,22
female,41,182,83,91,39.8,67,15
female,52,154,55,67,38,2,1
female,31,166,65,90,39.4,22,5
male,23,185,85,97,40.5,62,14
female,28,163,60,96,41,147,29
male,53,188,91,90,40.1,59,12
male,22,187,84,99,40.6,120,26
male,30,181,80,89,38.3,7,2
female,21,155,58,103,40.7,154,27
female,30,154,56,90,40.1,50,11
male,29,186,87,98,40.7,98,20
female,21,175,74,95,40.2,60,13
male,78,168,71,109,40.6,231,27
female,43,183,71,88,39.2,22,5
male,42,176,80,116,40.5,210,26
male,26,186,85,83,40,32,13
female,50,167,70,92,40.1,63,13
female,35,170,65,97,40.2,83,16
female,31,155,56,111,40.8,169,25
male,20,194,97,96,40.4,87,20
male,48,194,96,100,40.4,164,26
male,39,175,75,102,40.8,149,26
male,24,192,93,99,40.9,103,21
female,27,169,66,87,40,36,9
female,53,152,51,83,39.5,30,7
male,44,184,88,98,40.8,124,22
female,37,156,59,101,39.9,110,19
male,28,171,70,103,40.4,89,17
male,41,185,86,104,40.5,140,22
male,47,182,86,114,40.7,244,30
male,26,175,79,103,40.4,106,20
male,20,176,74,100,40.3,67,15
female,64,150,55,102,40.4,122,19
male,21,193,88,90,40.4,50,15
female,21,164,62,106,40.6,161,27
female,29,179,73,107,40.7,164,27
female,41,177,76,83,39.8,37,10
female,54,159,63,84,39.7,34,8
female,55,149,52,92,40.1,73,14
female,60,177,76,108,40.6,160,24
male,21,178,76,113,40.9,196,30
male,21,195,92,100,40.5,93,19
male,31,179,80,112,40.9,194,28
female,26,159,61,88,39.5,29,7
female,21,161,60,87,38.8,16,4
male,35,192,103,91,40.2,63,14
male,27,195,92,97,40,71,15
female,29,153,50,82,38.1,11,3
female,74,164,66,107,40.6,167,24
female,42,168,66,78,38.6,10,3
female,46,184,82,105,40.9,145,24
male,49,179,82,101,40.4,111,18
male,76,176,81,94,40.7,154,24
female,35,165,65,95,41,110,22
male,42,181,81,83,39.5,19,6
male,38,181,88,100,40.7,107,19
female,44,173,69,109,40.8,172,26
female,66,191,84,98,40.4,62,11
male,20,176,76,89,39,11,4
female,27,161,63,97,39.9,51,10
male,35,180,79,115,40.7,219,29
female,25,179,75,77,38.3,6,2
female,69,172,71,98,40.7,152,26
female,64,155,53,100,40.1,75,12
female,29,169,68,108,40.3,162,26
male,32,179,81,110,41,174,26
male,63,184,86,109,40.7,212,26
female,36,167,64,108,40.8,180,28
female,36,180,80,109,40.9,139,22
female,75,169,69,100,40.4,167,27
male,38,181,81,101,40.3,113,20
female,31,148,53,74,39.5,14,5
female,58,165,65,111,40.8,135,19
male,66,204,109,101,40.1,106,14
male,37,185,80,105,40.7,111,18
male,43,186,88,94,39.9,80,16
female,61,175,74,92,40.1,65,13
male,21,191,95,89,40.6,60,18
female,45,161,61,113,40.8,193,27
male,73,185,87,99,40.6,186,26
male,29,188,84,95,40.4,70,16
male,62,180,83,99,40.8,177,27
male,58,177,84,88,40,52,11
male,66,186,95,77,38.3,7,2
female,23,169,64,116,40.5,212,30
female,23,142,47,96,39.9,62,12
male,55,192,98,111,41.1,233,28
male,41,187,91,91,40.2,58,13
male,32,181,82,93,40.3,63,15
female,75,161,69,93,40.3,103,19
male,53,180,77,103,40.7,178,27
male,68,201,105,100,40.3,142,19
male,23,175,78,104,40.6,101,19
female,37,159,62,101,40.6,143,25
female,34,148,48,94,40.2,66,13
female,41,152,55,103,40.6,153,25
male,20,167,70,91,40.7,55,18
female,24,169,63,81,37.8,7,2
female,78,167,69,93,39.2,27,5
male,25,187,91,89,40,44,13
female,44,160,59,106,40.6,167,26
male,51,181,82,79,39.8,27,9
female,44,164,59,109,40.6,196,29
male,38,191,89,82,39.4,24,8
male,65,189,91,96,40.1,83,13
male,43,183,88,95,40,62,12
male,21,172,70,99,40.4,86,20
male,24,170,72,77,39.7,10,9
female,29,161,65,110,41.1,182,28
male,32,175,79,98,39.9,39,8
female,45,177,74,84,39.7,31,8
female,36,172,72,80,39.2,13,4
female,21,157,59,114,40.7,192,28
female,70,164,63,86,39.6,33,7
female,33,163,65,108,40.7,165,26
female,36,154,52,100,40.5,120,21
female,68,149,52,86,40.3,106,22
female,32,164,62,100,40.3,138,25
female,57,178,78,102,40.9,125,21
male,60,199,109,96,40.2,105,16
female,27,161,55,93,40.2,62,13
male,42,179,77,72,38.4,6,4
female,24,182,74,88,39.3,28,7
female,23,189,79,94,38.9,22,5
female,73,146,50,110,40.8,225,30
female,72,169,72,87,39.4,28,6
female,38,170,64,91,39.6,42,9
male,49,187,89,99,40.7,145,24
male,36,201,106,115,41.2,238,29
male,23,193,88,84,37.7,3,1
male,66,188,93,85,37.7,5,1
male,47,188,84,105,40.8,175,26
female,49,173,66,81,38.9,15,4
female,77,166,68,101,40.1,121,19
female,29,165,62,102,40.5,119,21
male,62,172,81,88,40.5,68,14
female,52,154,57,89,40.1,53,11
female,73,157,64,106,40.4,137,20
male,53,194,93,104,40.5,191,27
male,41,195,96,100,40.5,113,19
male,74,191,99,89,40.2,83,14
female,26,178,74,96,40.4,68,14
female,31,154,48,96,40.1,63,12
female,36,149,53,94,40.4,81,16
female,64,159,56,91,38.5,16,3
male,22,190,94,91,40.2,55,15
female,65,149,50,105,40.4,170,25
male,41,177,84,84,39.7,26,8
female,21,182,77,102,40.4,101,19
female,56,162,59,101,41.1,159,26
female,22,152,59,109,41.1,165,26
male,76,196,97,90,40,80,13
female,59,186,85,89,40.4,72,16
female,72,172,72,101,40.1,81,13
male,36,205,112,107,40.9,157,22
male,23,183,84,112,40.9,193,29
male,24,185,90,86,39.6,23,8
female,33,151,53,97,40.4,96,18
male,44,172,81,82,38.9,15,5
male,45,197,104,101,40.1,104,16
male,70,195,98,102,40.5,108,14
female,27,171,68,87,39.2,24,6
male,33,189,93,95,40.5,71,15
female,32,161,63,99,40.3,92,17
male,77,190,90,88,39.4,52,9
female,33,167,65,98,40.6,95,18
female,31,171,68,107,40.7,173,28
female,41,154,52,117,40.9,229,30
male,22,183,91,114,41,204,29
female,51,171,71,95,40.2,88,17
male,22,178,80,113,40.7,186,28
female,29,156,51,95,39.6,61,12
female,67,186,76,107,40.6,181,27
female,77,161,59,79,38,8,2
female,26,156,59,109,40.8,167,26
female,74,164,63,104,40.8,194,29
female,29,162,61,101,40.6,134,24
female,68,170,73,93,39.3,32,6
male,34,180,78,100,40.4,89,17
female,41,177,70,116,40.6,197,27
female,48,176,74,94,40.4,90,18
male,46,183,89,95,39.9,74,14
female,51,179,76,88,40.4,92,21
male,42,186,89,89,40.2,55,13
male,44,180,82,86,38.9,11,3
female,47,165,64,96,39.6,59,11
male,31,188,86,94,39.4,44,10
female,37,152,56,80,38.9,11,3
male,38,177,79,107,41,182,28
female,73,167,67,86,38.4,9,2
male,72,178,79,108,40.1,158,19
female,26,163,59,86,38.8,16,4
female,37,164,63,91,39.8,56,12
male,52,179,87,84,39.5,27,7
female,23,160,58,101,40.7,144,26
female,63,160,61,88,40,38,8
male,62,183,94,84,39.2,23,5
male,24,160,61,77,37.7,1,1
male,26,178,82,122,41,231,28
male,33,169,71,110,40.7,157,24
female,26,164,59,87,38,4,1
male,36,163,69,102,40.8,131,24
male,32,176,80,102,40.6,137,25
female,26,164,61,88,40.2,50,12
male,42,194,91,79,38.6,8,3
male,34,175,72,105,40.7,129,22
male,29,185,88,96,40.3,74,16
male,35,185,87,85,40,35,11
male,78,172,80,86,38.8,16,3
male,44,196,102,101,41.1,192,30
female,23,154,52,103,40.6,111,19
male,32,182,86,110,40.8,198,29
female,36,174,67,110,40.8,178,27
male,35,174,78,98,39.4,35,7
male,45,192,101,86,40.3,75,18
female,51,175,76,111,40.8,164,24
male,35,186,90,100,40,78,14
male,51,175,81,83,39.3,21,6
male,61,170,79,89,39.8,64,13
male,70,176,85,99,40.7,174,25
female,79,178,73,99,40.6,116,19
male,20,179,75,109,40.3,99,17
male,65,191,96,110,40.9,233,27
male,73,197,100,94,40,67,10
male,28,166,66,72,38,1,2
male,48,184,83,92,40.7,91,19
female,38,153,56,86,39.4,34,8
female,43,160,60,83,39,16,4
male,30,180,80,89,39.4,17,5
male,68,170,74,90,39.9,74,14
male,48,173,74,90,40.2,65,15
male,56,169,79,102,40.4,172,26
male,28,199,96,103,40.2,122,21
female,28,150,53,110,40.6,146,22
female,55,155,54,81,39,20,5
male,24,201,94,99,40.5,69,14
male,73,172,80,101,41.2,219,30
female,28,167,64,108,40.7,101,16
female,58,161,65,92,40.7,87,17
female,23,181,78,93,40.3,57,13
male,38,174,74,103,40.6,127,22
female,41,167,62,105,40.9,180,29
male,48,195,95,93,40.2,78,15
female,72,170,73,90,39.1,25,5
male,79,176,83,83,38.7,15,3
female,37,160,63,101,40.4,103,18
male,52,190,93,105,40.5,187,26
male,77,176,79,85,38.5,10,2
male,24,188,93,99,40.3,89,18
male,39,189,89,89,39.1,24,6
male,26,183,85,107,40.4,133,22
female,42,150,52,98,40.7,141,25
male,33,183,80,99,40.6,102,20
male,78,186,91,84,39.1,26,5
male,24,174,74,86,39,10,4
female,27,159,58,80,37.5,3,1
male,67,181,85,76,37.9,7,2
male,30,199,100,105,40.6,150,24
male,76,197,99,78,39.3,22,5
female,31,165,62,85,39.3,27,7
male,40,202,103,94,40.2,52,10
male,60,196,96,97,39.9,77,12
female,27,159,54,97,40.4,63,12
female,27,159,58,89,39.8,35,8
male,50,182,85,90,40.2,65,14
male,36,185,87,100,40.4,110,20
male,45,184,88,97,40,83,15
female,52,191,78,92,40.5,77,16
female,27,167,63,83,38.4,11,3
male,76,190,95,104,40.4,181,22
female,20,158,57,108,40.7,156,25
female,28,167,63,73,37.6,3,1
male,56,194,97,84,40,47,11
male,79,180,82,103,40.2,167,21
male,40,183,82,103,40.8,164,27
female,77,159,61,114,40.8,219,28
female,77,152,56,107,40.7,193,27
female,67,161,57,94,40.3,100,18
male,63,189,89,90,39.4,38,7
male,35,188,89,83,39,15,5
female,22,178,80,89,39.4,20,5
male,44,170,70,85,39.5,30,9
female,79,150,58,97,40.4,104,17
male,53,202,107,100,40.6,176,26
female,33,174,72,98,40.6,104,20
male,73,170,75,89,38.9,27,5
male,29,192,98,93,40.2,52,12
female,28,159,62,89,39,30,7
male,21,165,65,89,39.6,24,9
female,34,170,65,108,40.9,153,24
male,40,162,64,111,40.4,151,22
female,20,180,72,90,38.6,16,4
female,29,164,64,96,40.2,80,16
male,65,196,98,103,40.2,160,21
male,39,197,106,95,39.3,43,8
male,61,184,80,104,40.5,180,25
male,69,195,98,101,40.1,120,16
female,21,155,59,94,40.4,99,21
male,72,194,97,107,40.9,230,27
male,33,160,67,103,40,108,20
male,21,178,81,116,40.9,191,27
male,37,192,91,117,40.9,197,24
male,44,184,84,92,39.6,46,10
female,23,168,67,101,40.7,92,17
male,34,182,81,72,38.5,4,4
female,50,178,77,111,40.7,198,29
male,40,212,118,111,40.7,217,27
female,46,155,55,87,37.9,9,2
male,48,176,82,83,40,31,9
female,71,174,77,88,39.9,38,8
female,22,168,63,109,40.7,145,23
female,64,164,57,92,39.7,80,15
female,79,165,65,106,40.8,202,29
male,28,187,90,110,40.7,168,25
male,24,199,97,87,39.2,19,6
female,26,167,67,111,41,124,19
male,29,196,91,96,40.6,103,22
male,32,168,69,100,40.4,94,19
female,23,173,65,98,40.2,77,15
female,38,158,63,103,40.6,125,21
male,35,194,98,86,39.5,22,6
female,56,173,71,94,40.6,135,26
male,51,182,85,90,39.8,56,12
male,38,204,113,99,40.9,163,27
male,20,195,98,110,40.7,162,25
male,32,175,74,93,40.7,104,26
female,47,172,66,108,40.6,132,20
female,72,163,62,86,40,62,13
female,72,177,79,83,37.8,4,1
female,47,166,63,99,40.2,74,13
female,32,154,57,92,40.8,95,20
male,53,194,94,94,40,61,11
female,25,176,73,109,40.8,155,25
female,27,157,55,101,40.5,85,15
female,47,161,61,84,38.8,12,3
female,22,171,69,90,39.8,50,12
male,34,187,91,94,39.9,55,12
female,41,162,60,104,41.3,184,30
female,21,150,50,104,40.1,113,19
female,24,167,62,88,40.3,70,17
male,76,197,97,109,41.1,244,27
male,56,179,79,87,37.5,4,1
male,48,180,81,97,40.7,133,24
male,69,194,104,101,40.2,130,17
male,31,179,84,86,38.9,16,5
female,20,155,56,89,40.1,51,12
female,45,167,62,118,40.9,230,30
female,37,156,58,92,39.8,39,8
female,30,148,52,88,39.2,30,7
male,27,192,94,104,40.9,140,24
male,29,194,95,99,40.1,83,16
female,45,174,69,108,40.4,137,21
male,35,200,107,96,40,48,9
male,74,184,88,97,40,111,16
female,42,162,62,97,40.4,75,14
female,48,175,75,76,38.9,9,3
male,68,166,71,67,38.7,5,3
male,48,195,97,81,38.7,10,3
male,65,186,86,110,40.6,177,21
male,26,181,80,91,39.4,39,11
female,28,159,58,78,38.3,9,3
male,50,179,79,101,40.7,167,27
male,43,177,73,115,40.6,227,29
male,20,176,73,97,40.9,72,18
female,53,167,67,112,40.7,199,28
male,41,175,82,80,38.9,11,4
male,38,176,77,91,39.9,40,10
female,47,176,77,87,39.8,63,15
male,39,191,91,90,40.3,93,22
male,42,182,85,100,40.7,133,23
male,26,179,81,107,40.6,161,27
female,61,166,62,99,40.4,95,16
female,62,186,86,102,40.1,131,22
female,62,156,57,105,40.8,173,26
female,56,153,53,80,39.2,24,6
male,71,189,95,77,38.8,20,5
male,24,191,91,107,40.6,158,26
male,28,187,84,105,40.9,140,24
female,40,152,49,87,39.8,49,11
male,71,177,75,110,40.4,195,23
male,22,163,65,98,40.4,77,19
male,58,179,82,107,40.4,173,23
female,24,169,71,77,38.8,11,4
male,56,191,101,98,40.1,78,12
female,29,164,63,100,40.5,104,19
male,30,186,89,102,40.9,151,27
male,40,187,88,87,40,53,14
male,70,193,97,96,40.1,102,15
male,33,199,104,82,39.6,24,8
male,64,194,97,80,39.2,20,5
female,40,167,63,97,40.5,101,19
female,27,155,53,108,40.6,141,22
female,41,156,61,98,39.9,77,14
male,41,178,79,104,40.2,118,19
male,24,193,84,100,40.1,103,21
male,21,187,87,100,40.7,139,29
female,22,168,66,87,38.5,16,4
female,63,162,67,83,39.8,38,9
male,77,182,88,104,41.1,228,28
male,74,182,90,102,40.5,162,21
female,20,169,64,83,37.9,7,2
female,57,163,61,101,40.8,134,22
male,22,173,74,98,40.4,85,20
female,38,153,59,99,40.4,78,14
female,50,176,73,85,40,41,10
male,33,186,81,106,40.3,179,29
male,32,185,84,98,40.3,84,17
male,57,184,92,103,40.4,128,18
female,33,142,45,97,40,65,12
female,27,177,72,90,39.7,42,10
female,33,165,64,96,40.4,117,23
male,40,199,105,105,40.8,137,20
female,20,158,52,110,41.1,189,29
female,63,168,63,92,39.4,36,7
female,75,182,82,99,40.5,130,22
male,30,186,85,98,39.9,68,14
female,21,170,67,90,39.8,55,13
female,22,163,64,105,40.9,164,28
male,56,171,71,87,39.6,33,8
female,28,166,68,111,40.8,183,28
male,72,164,72,83,40.1,39,9
male,24,205,99,94,40.7,77,18
male,29,191,87,94,40.1,56,13
male,26,187,84,80,39.7,18,9
male,26,181,78,98,40.2,73,16
male,23,181,87,104,40.9,138,25
female,38,163,63,105,40.5,117,19
female,59,161,58,104,40.9,156,24
male,41,180,87,96,39.9,77,15
female,33,163,63,101,40.7,124,22
male,54,187,88,101,40.9,151,23
male,20,185,83,101,40.2,58,12
male,24,181,78,91,39.7,54,16
male,23,177,73,108,40.6,133,23
male,30,162,68,80,38.8,7,4
female,53,169,66,109,40.5,136,20
male,21,178,75,94,40.3,58,16
female,59,162,64,106,40.8,159,24
male,31,191,90,106,40.9,156,25
female,73,184,83,97,40.3,73,13
female,48,168,73,99,40.6,155,28
male,29,195,99,99,40.6,111,21
female,21,182,72,87,39,23,6
female,26,185,79,76,38.8,10,4
male,70,180,77,100,40,63,9
male,29,167,71,85,39.2,13,5
female,38,181,74,84,39.9,30,8
female,42,161,64,98,39.9,60,11
male,33,201,103,98,40.7,125,23
male,32,197,98,111,40.7,188,26
male,56,175,82,88,39.9,50,11
male,36,178,77,105,41.2,176,29
female,20,168,64,96,39.8,58,12
male,31,179,83,94,40.6,90,21
female,69,154,59,86,40.6,85,18
male,31,177,78,80,39.5,15,7
female,31,170,64,99,39.8,54,10
female,27,166,68,90,39.3,34,8
male,27,183,81,99,40.7,115,24
female,29,174,65,90,39.6,39,9
male,32,187,85,99,40.7,98,19
male,21,178,81,97,40.1,72,17
male,46,176,83,109,40.8,196,27
female,31,158,64,94,40.4,116,24
female,24,161,57,96,40.1,60,12
male,26,178,80,105,40.6,158,28
male,58,187,90,107,41,223,29
female,50,152,48,87,39.9,60,13
male,26,211,113,103,40.1,91,15
female,47,173,67,86,38.1,8,2
male,47,170,70,109,40.6,169,24
female,47,172,75,104,40.7,181,30
female,54,162,63,101,40,78,13
female,46,170,71,114,40.7,193,27
female,21,155,53,88,38.7,17,4
male,21,181,83,102,40.3,105,21
female,24,158,52,103,41.1,169,29
male,24,172,77,105,41,148,27
female,33,182,78,83,39.3,18,5
female,33,154,54,90,40.3,73,16
male,63,181,86,86,39.1,19,4
male,56,185,83,103,40.7,192,28
male,72,185,89,85,40.1,60,12
female,73,184,83,98,40.6,86,15
female,58,169,72,101,41.2,161,27
male,42,173,81,107,40.3,155,23
male,23,181,77,88,40,43,15
female,26,155,53,102,40.2,109,19
male,24,184,84,87,40.1,47,16
male,22,192,95,112,40.9,164,24
female,24,141,43,100,40.3,62,11
female,34,156,56,102,40.7,141,24
male,68,188,90,85,40.1,49,10
female,32,165,61,89,39.6,44,10
male,67,179,83,89,39.9,53,10
male,73,185,88,90,39.5,47,8
male,46,189,88,87,39.2,28,7
male,60,190,91,102,40.8,177,25
male,28,176,71,82,38.5,4,2
male,39,189,91,91,39.8,57,13
female,25,181,78,96,39.9,71,15
male,78,180,87,102,40.4,157,20
male,44,188,91,103,40.2,135,21
female,50,166,62,111,40.5,183,26
female,34,159,60,98,40.1,91,17
male,70,189,87,94,40.5,100,16
female,26,160,61,83,38.9,22,6
male,31,189,86,101,40.5,108,20
female,27,146,50,83,39.2,23,6
male,69,189,95,95,40.4,98,15
male,35,192,94,84,38.8,13,4
male,73,181,91,98,40.6,135,19
male,53,175,75,95,39.9,37,7
male,61,182,93,82,40.2,58,14
male,45,208,111,99,39.7,70,11
female,33,153,53,111,40.3,178,26
male,41,191,90,90,39.6,39,9
male,26,190,93,77,38.4,5,3
male,22,176,79,90,39.6,29,9
male,40,184,82,103,41.1,158,26
female,26,160,56,104,40,107,18
female,33,159,58,99,40.7,121,22
female,24,175,75,101,40.9,106,20
male,27,191,90,107,40.6,112,18
female,39,181,80,84,39.8,41,11
male,41,172,74,109,40.5,171,25
male,25,182,81,91,39.5,28,8
male,26,192,90,89,40,38,11
female,37,152,51,96,40.4,91,17
male,39,185,90,100,40,75,13
female,32,173,63,84,38.3,8,2
female,45,174,70,107,40.9,166,26
female,76,160,60,110,40.5,118,16
male,22,194,96,92,40.2,54,14
female,44,166,57,106,40.6,142,22
female,34,150,58,79,38.9,13,4
female,20,170,63,91,40,43,10
female,42,158,57,84,40,53,13
female,49,173,75,81,38.5,11,3
male,64,185,92,112,41,246,28
female,34,155,57,109,40.9,171,26
female,27,174,68,109,40.6,152,24
female,60,159,55,117,40.9,238,30
female,50,171,70,81,37.9,7,2
male,41,188,92,103,41.3,171,27
female,24,157,55,93,39.9,62,13
male,59,183,88,101,40.8,150,22
male,28,184,88,86,37.7,3,1
female,35,178,72,93,40.2,66,14
male,50,180,78,102,40.6,164,26
female,22,170,64,115,41.2,208,30
female,30,181,79,102,40.4,88,16
female,24,169,67,112,40.4,152,23
female,27,148,50,91,39.4,37,8
female,43,173,69,102,40.6,128,22
male,31,173,79,79,40.3,23,12
male,59,196,100,92,40.4,80,14
male,22,202,107,93,39.6,42,10
male,44,178,77,85,38.5,14,4
male,58,193,96,108,40.5,184,23
male,50,191,96,90,40.6,98,20
male,60,181,79,92,39.4,48,9
female,48,183,71,104,40.6,159,26
male,27,195,94,98,40.5,99,20
female,40,162,60,109,40.6,140,21
male,29,203,100,105,40.7,137,22
female,58,159,57,101,40.5,129,21
female,42,162,56,108,41,186,28
female,41,158,54,99,40.3,108,19
male,61,189,91,86,40.3,61,13
male,44,200,103,97,40.4,93,16
male,35,193,98,85,39.7,35,10
female,73,185,79,95,40.1,82,15
male,24,180,77,96,40.4,74,18
female,22,165,63,88,39,16,4
male,31,185,80,92,40.2,43,11
male,42,179,83,83,39,13,4
female,54,183,74,107,40.9,188,29
female,28,178,74,100,40.5,95,18
female,67,147,52,92,38.5,16,3
male,52,191,85,81,37.9,7,2
male,59,178,87,101,40.5,115,17
female,48,197,89,102,40.3,102,18
male,25,183,85,83,38.5,7,3
female,58,161,61,87,39.9,51,11
male,53,171,77,94,39.5,42,8
female,29,169,72,88,40.3,61,15
female,38,162,61,95,40.2,97,19
female,32,170,68,76,37.7,3,1
male,22,194,91,100,40.5,114,23
male,41,191,95,83,38.5,7,2
male,22,184,82,100,40.7,100,21
male,32,186,85,88,39.5,28,8
female,27,160,64,98,39.8,73,14
male,31,192,92,93,39.1,17,4
female,63,157,57,94,39.9,44,8
female,32,175,70,104,40.9,152,26
male,20,206,107,105,40.3,125,21
male,45,200,97,102,40.8,175,27
male,22,179,75,108,40.8,168,29
male,42,198,101,100,40.3,122,20
male,30,170,70,95,40.1,53,13
female,47,177,75,91,40.1,70,15
male,62,182,80,79,39.3,28,8
male,57,186,83,83,40.1,47,12
male,60,194,93,87,39.1,24,5
male,64,196,95,103,40.3,195,26
male,60,174,76,109,40.6,187,24
male,30,193,89,113,40.7,181,25
female,79,144,51,100,40.7,156,24
male,76,176,79,98,40.1,126,18
female,60,141,46,86,39.5,28,6
female,23,156,55,84,38.2,11,3
male,49,181,78,80,37.8,3,1
female,27,168,64,102,40.7,124,22
female,35,140,47,101,40.6,153,26
female,56,156,55,76,38.8,7,2
female,24,171,66,110,40.9,186,29
female,33,166,65,89,40.4,61,14
male,35,182,85,104,40.5,133,22
female,64,166,69,107,40.4,182,27
male,31,190,87,94,40.4,83,19
female,33,170,71,95,40,54,11
male,30,188,93,105,40.8,147,24
female,35,168,69,104,40.4,142,24
male,23,184,81,102,40.3,76,15
female,51,176,71,95,40.4,73,14
